GENE,TYPE,
gene:plasmid:111703,PLASMID,
gene:plasmid:111704,PLASMID,
gene:plasmid:111705,PLASMID,
gene:plasmid:111706,PLASMID,
gene:plasmid:111707,PLASMID,
gene:plasmid:111709,PLASMID,
gene:plasmid:111712,PLASMID,
gene:plasmid:111713,PLASMID,
gene:plasmid:111714,PLASMID,
gene:plasmid:111715,PLASMID,
gene:plasmid:111717,PLASMID,
gene:plasmid:111720,PLASMID,
gene:plasmid:111721,PLASMID,
gene:plasmid:111723,PLASMID,
gene:plasmid:111728,PLASMID,
gene:plasmid:111730,PLASMID,
gene:plasmid:111731,PLASMID,
gene:plasmid:111733,PLASMID,
gene:plasmid:111734,PLASMID,
gene:plasmid:111735,PLASMID,
gene:plasmid:111737,PLASMID,
gene:plasmid:111738,PLASMID,
gene:plasmid:111740,PLASMID,
gene:plasmid:111741,PLASMID,
gene:plasmid:111744,PLASMID,
gene:plasmid:111745,PLASMID,
gene:plasmid:111746,PLASMID,
gene:plasmid:111748,PLASMID,
gene:plasmid:111749,PLASMID,
gene:plasmid:111753,PLASMID,
gene:plasmid:111754,PLASMID,
gene:plasmid:111757,PLASMID,
gene:plasmid:111758,PLASMID,
gene:plasmid:111764,PLASMID,
gene:plasmid:111769,PLASMID,
gene:plasmid:111772,PLASMID,
gene:plasmid:111773,PLASMID,
gene:plasmid:111775,PLASMID,
gene:plasmid:111776,PLASMID,
gene:plasmid:111777,PLASMID,
gene:plasmid:111778,PLASMID,
gene:plasmid:111779,PLASMID,
gene:plasmid:111780,PLASMID,
gene:plasmid:111785,PLASMID,
gene:plasmid:111786,PLASMID,
gene:plasmid:111787,PLASMID,
gene:plasmid:111804,PLASMID,
gene:plasmid:111805,PLASMID,
gene:plasmid:111808,PLASMID,
gene:plasmid:111819,PLASMID,
gene:plasmid:111825,PLASMID,
gene:plasmid:111826,PLASMID,
gene:plasmid:111827,PLASMID,
gene:plasmid:111830,PLASMID,
gene:plasmid:111833,VIRUS,
gene:plasmid:111835,PLASMID,
gene:plasmid:111837,PLASMID,
gene:plasmid:111838,PLASMID,
gene:plasmid:111840,PLASMID,
gene:plasmid:111845,PLASMID,
gene:plasmid:111846,PLASMID,
gene:plasmid:111848,PLASMID,
gene:plasmid:111849,PLASMID,
gene:plasmid:11185,PLASMID,
gene:plasmid:111853,PLASMID,
gene:plasmid:111854,PLASMID,
gene:plasmid:111855,PLASMID,
gene:plasmid:111856,PLASMID,
gene:plasmid:111857,PLASMID,
gene:plasmid:111859,PLASMID,
gene:plasmid:111860,PLASMID,
gene:plasmid:111862,PLASMID,
gene:plasmid:111865,PLASMID,
gene:plasmid:111866,PLASMID,
gene:plasmid:111867,PLASMID,
gene:plasmid:111868,PLASMID,
gene:plasmid:111869,PLASMID,
gene:plasmid:111870,PLASMID,
gene:plasmid:111873,PLASMID,
gene:plasmid:111874,PLASMID,
gene:plasmid:111877,PLASMID,
gene:plasmid:111878,PLASMID,
gene:plasmid:111879,PLASMID,
gene:plasmid:111881,PLASMID,
gene:plasmid:111882,PLASMID,
gene:plasmid:111884,PLASMID,
gene:plasmid:111885,PLASMID,
gene:plasmid:111886,PLASMID,
gene:plasmid:111888,PLASMID,
gene:plasmid:111889,PLASMID,
gene:plasmid:111890,PLASMID,
gene:plasmid:111891,PLASMID,
gene:plasmid:111892,PLASMID,
gene:plasmid:111893,PLASMID,
gene:plasmid:111894,PLASMID,
gene:plasmid:111896,PLASMID,
gene:plasmid:111898,PLASMID,
gene:plasmid:111899,PLASMID,
gene:plasmid:111900,PLASMID,
gene:plasmid:111901,PLASMID,
gene:plasmid:111904,PLASMID,
gene:plasmid:111905,PLASMID,
gene:plasmid:111907,PLASMID,
gene:plasmid:111908,PLASMID,
gene:plasmid:111909,PLASMID,
gene:plasmid:111910,PLASMID,
gene:plasmid:111911,PLASMID,
gene:plasmid:111912,PLASMID,
gene:plasmid:111913,PLASMID,
gene:plasmid:111914,PLASMID,
gene:plasmid:111915,PLASMID,
gene:plasmid:111916,PLASMID,
gene:plasmid:111917,PLASMID,
gene:plasmid:111918,PLASMID,
gene:plasmid:111919,PLASMID,
gene:plasmid:111920,PLASMID,
gene:plasmid:111921,PLASMID,
gene:plasmid:111922,PLASMID,
gene:plasmid:111923,PLASMID,
gene:plasmid:111927,PLASMID,
gene:plasmid:111929,PLASMID,
gene:plasmid:11193,PLASMID,
gene:plasmid:111931,PLASMID,
gene:plasmid:111933,PLASMID,
gene:plasmid:111936,PLASMID,
gene:plasmid:111937,PLASMID,
gene:plasmid:111938,PLASMID,
gene:plasmid:111940,PLASMID,
gene:plasmid:111946,PLASMID,
gene:plasmid:111947,PLASMID,
gene:plasmid:111948,PLASMID,
gene:plasmid:111949,PLASMID,
gene:plasmid:111950,PLASMID,
gene:plasmid:111951,PLASMID,
gene:plasmid:111952,PLASMID,
gene:plasmid:111953,PLASMID,
gene:plasmid:111954,PLASMID,
gene:plasmid:111955,PLASMID,
gene:plasmid:111956,PLASMID,
gene:plasmid:111957,PLASMID,
gene:plasmid:111958,PLASMID,
gene:plasmid:111959,PLASMID,
gene:plasmid:111960,PLASMID,
gene:plasmid:111961,PLASMID,
gene:plasmid:111962,PLASMID,
gene:plasmid:111964,PLASMID,
gene:plasmid:111966,PLASMID,
gene:plasmid:111967,PLASMID,
gene:plasmid:111970,PLASMID,
gene:plasmid:111971,PLASMID,
gene:plasmid:111972,PLASMID,
gene:plasmid:111975,PLASMID,
gene:plasmid:111978,PLASMID,
gene:plasmid:111979,PLASMID,
gene:plasmid:111983,PLASMID,
gene:plasmid:111985,PLASMID,
gene:plasmid:111987,PLASMID,
gene:plasmid:111998,PLASMID,
gene:plasmid:112002,PLASMID,
gene:plasmid:112010,PLASMID,
gene:plasmid:112011,PLASMID,
gene:plasmid:112012,PLASMID,
gene:plasmid:112014,PLASMID,
gene:plasmid:112023,PLASMID,
gene:plasmid:112030,PLASMID,
gene:plasmid:112031,PLASMID,
gene:plasmid:112032,PLASMID,
gene:plasmid:112033,PLASMID,
gene:plasmid:112034,PLASMID,
gene:plasmid:112036,PLASMID,
gene:plasmid:112037,PLASMID,
gene:plasmid:112038,PLASMID,
gene:plasmid:112040,PLASMID,
gene:plasmid:112047,PLASMID,
gene:plasmid:112052,PLASMID,
gene:plasmid:112053,PLASMID,
gene:plasmid:112054,PLASMID,
gene:plasmid:112061,PLASMID,
gene:plasmid:112062,PLASMID,
gene:plasmid:112077,PLASMID,
gene:plasmid:112078,PLASMID,
gene:plasmid:112079,PLASMID,
gene:plasmid:112080,PLASMID,
gene:plasmid:112081,PLASMID,
gene:plasmid:112083,PLASMID,
gene:plasmid:112084,PLASMID,
gene:plasmid:112088,PLASMID,
gene:plasmid:112102,PLASMID,
gene:plasmid:112108,PLASMID,
gene:plasmid:112110,PLASMID,
gene:plasmid:112112,PLASMID,
gene:plasmid:112117,PLASMID,
gene:plasmid:112118,PLASMID,
gene:plasmid:112131,PLASMID,
gene:plasmid:112133,PLASMID,
gene:plasmid:112134,PLASMID,
gene:plasmid:112135,PLASMID,
gene:plasmid:112136,VIRUS,
gene:plasmid:112150,PLASMID,
gene:plasmid:112151,PLASMID,
gene:plasmid:112157,PLASMID,
gene:plasmid:112159,PLASMID,
gene:plasmid:112163,PLASMID,
gene:plasmid:112167,PLASMID,
gene:plasmid:112169,PLASMID,
gene:plasmid:112178,PLASMID,
gene:plasmid:112179,PLASMID,
gene:plasmid:112182,PLASMID,
gene:plasmid:112187,PLASMID,
gene:plasmid:112188,PLASMID,
gene:plasmid:112189,PLASMID,
gene:plasmid:112190,PLASMID,
gene:plasmid:112193,PLASMID,
gene:plasmid:112195,PLASMID,
gene:plasmid:112204,PLASMID,
gene:plasmid:112213,PLASMID,
gene:plasmid:112215,PLASMID,
gene:plasmid:112216,PLASMID,
gene:plasmid:11222,PLASMID,
gene:plasmid:112224,PLASMID,
gene:plasmid:112227,PLASMID,
gene:plasmid:112229,PLASMID,
gene:plasmid:112230,PLASMID,
gene:plasmid:112231,PLASMID,
gene:plasmid:112232,PLASMID,
gene:plasmid:112233,PLASMID,
gene:plasmid:112234,PLASMID,
gene:plasmid:112235,PLASMID,
gene:plasmid:112236,PLASMID,
gene:plasmid:112316,PLASMID,
gene:plasmid:112328,PLASMID,
gene:plasmid:112335,PLASMID,
gene:plasmid:112338,PLASMID,
gene:plasmid:112353,TE,
gene:plasmid:112355,PLASMID,
gene:plasmid:112356,PLASMID,
gene:plasmid:112357,PLASMID,
gene:plasmid:112358,PLASMID,
gene:plasmid:112360,PLASMID,
gene:plasmid:112361,PLASMID,
gene:plasmid:112364,PLASMID,
gene:plasmid:112367,PLASMID,
gene:plasmid:112368,PLASMID,
gene:plasmid:112372,PLASMID,
gene:plasmid:112373,PLASMID,
gene:plasmid:112376,PLASMID,
gene:plasmid:112377,PLASMID,
gene:plasmid:112378,PLASMID,
gene:plasmid:112381,PLASMID,
gene:plasmid:112384,PLASMID,
gene:plasmid:112388,PLASMID,
gene:plasmid:112390,PLASMID,
gene:plasmid:112392,PLASMID,
gene:plasmid:112393,PLASMID,
gene:plasmid:112394,PLASMID,
gene:plasmid:112395,PLASMID,
gene:plasmid:112402,PLASMID,
gene:plasmid:112404,PLASMID,
gene:plasmid:112410,PLASMID,
gene:plasmid:112412,PLASMID,
gene:plasmid:112423,PLASMID,
gene:plasmid:112424,PLASMID,
gene:plasmid:112429,PLASMID,
gene:plasmid:11243,PLASMID,
gene:plasmid:112432,PLASMID,
gene:plasmid:112435,PLASMID,
gene:plasmid:112437,PLASMID,
gene:plasmid:112444,PLASMID,
gene:plasmid:112450,PLASMID,
gene:plasmid:112451,PLASMID,
gene:plasmid:112452,PLASMID,
gene:plasmid:112456,TE,
gene:plasmid:112467,PLASMID,
gene:plasmid:112473,TE,
gene:plasmid:112487,PLASMID,
gene:plasmid:112488,PLASMID,
gene:plasmid:112489,PLASMID,
gene:plasmid:112490,PLASMID,
gene:plasmid:112491,VIRUS,
gene:plasmid:112494,PLASMID,
gene:plasmid:112495,PLASMID,
gene:plasmid:112496,PLASMID,
gene:plasmid:112497,PLASMID,
gene:plasmid:112498,PLASMID,
gene:plasmid:112500,PLASMID,
gene:plasmid:112503,PLASMID,
gene:plasmid:112504,PLASMID,
gene:plasmid:112509,PLASMID,
gene:plasmid:112512,PLASMID,
gene:plasmid:112513,PLASMID,
gene:plasmid:112528,TE,
gene:plasmid:112535,TE,
gene:plasmid:112536,TE,
gene:plasmid:112537,TE,
gene:plasmid:112568,PLASMID,
gene:plasmid:112571,AMR,
gene:plasmid:112577,PLASMID,
gene:plasmid:112578,PLASMID,
gene:plasmid:112584,PLASMID,
gene:plasmid:112588,PLASMID,
gene:plasmid:112598,PLASMID,
gene:plasmid:112603,PLASMID,
gene:plasmid:112605,PLASMID,
gene:plasmid:112612,PLASMID,
gene:plasmid:112613,PLASMID,
gene:plasmid:112615,PLASMID,
gene:plasmid:112618,PLASMID,
gene:plasmid:112623,PLASMID,
gene:plasmid:112630,PLASMID,
gene:plasmid:112641,PLASMID,
gene:plasmid:112645,PLASMID,
gene:plasmid:112656,PLASMID,
gene:plasmid:112664,PLASMID,
gene:plasmid:112672,PLASMID,
gene:plasmid:112698,PLASMID,
gene:plasmid:112699,PLASMID,
gene:plasmid:112700,PLASMID,
gene:plasmid:112703,PLASMID,
gene:plasmid:112705,PLASMID,
gene:plasmid:112721,PLASMID,
gene:plasmid:112729,PLASMID,
gene:plasmid:112735,PLASMID,
gene:plasmid:112737,PLASMID,
gene:plasmid:112740,AMR,
gene:plasmid:112742,AMR,
gene:plasmid:112749,IS,
gene:plasmid:112752,IS,
gene:plasmid:112802,PLASMID,
gene:plasmid:112813,PLASMID,
gene:plasmid:11291,PLASMID,
gene:plasmid:11295,PLASMID,
gene:plasmid:11299,PLASMID,
gene:plasmid:113044,PLASMID,
gene:plasmid:113073,PLASMID,
gene:plasmid:113118,PLASMID,
gene:plasmid:113148,PLASMID,
gene:plasmid:113196,PLASMID,
gene:plasmid:113201,PLASMID,
gene:plasmid:113202,PLASMID,
gene:plasmid:113263,PLASMID,
gene:plasmid:113286,PLASMID,
gene:plasmid:113378,PLASMID,
gene:plasmid:113379,PLASMID,
gene:plasmid:113398,PLASMID,
gene:plasmid:113399,PLASMID,
gene:plasmid:11341,PLASMID,
gene:plasmid:113414,PLASMID,
gene:plasmid:11342,PLASMID,
gene:plasmid:11343,PLASMID,
gene:plasmid:113431,PLASMID,
gene:plasmid:113449,PLASMID,
gene:plasmid:113478,PLASMID,
gene:plasmid:11351,PLASMID,
gene:plasmid:11352,PLASMID,
gene:plasmid:113521,PLASMID,
gene:plasmid:113524,PLASMID,
gene:plasmid:113526,PLASMID,
gene:plasmid:11362,PLASMID,
gene:plasmid:113631,PLASMID,
gene:plasmid:113660,PLASMID,
gene:plasmid:113662,PLASMID,
gene:plasmid:113665,PLASMID,
gene:plasmid:113673,PLASMID,
gene:plasmid:113680,PLASMID,
gene:plasmid:113687,PLASMID,
gene:plasmid:113692,PLASMID,
gene:plasmid:113693,PLASMID,
gene:plasmid:113721,PLASMID,
gene:plasmid:113732,PLASMID,
gene:plasmid:113733,PLASMID,
gene:plasmid:113744,PLASMID,
gene:plasmid:113750,PLASMID,
gene:plasmid:113756,PLASMID,
gene:plasmid:113792,PLASMID,
gene:plasmid:113809,PLASMID,
gene:plasmid:113835,PLASMID,
gene:plasmid:113844,PLASMID,
gene:plasmid:113853,PLASMID,
gene:plasmid:113862,PLASMID,
gene:plasmid:113867,PLASMID,
gene:plasmid:113890,PLASMID,
gene:plasmid:11390,PLASMID,
gene:plasmid:113908,PLASMID,
gene:plasmid:113918,PLASMID,
gene:plasmid:113920,PLASMID,
gene:plasmid:113921,PLASMID,
gene:plasmid:113926,IS,
gene:plasmid:113931,PLASMID,
gene:plasmid:113945,PLASMID,
gene:plasmid:113954,PLASMID,
gene:plasmid:114043,PLASMID,
gene:plasmid:114049,PLASMID,
gene:plasmid:114051,PLASMID,
gene:plasmid:114053,PLASMID,
gene:plasmid:114055,PLASMID,
gene:plasmid:114057,PLASMID,
gene:plasmid:114060,PLASMID,
gene:plasmid:114065,IS,
gene:plasmid:114070,IS,
gene:plasmid:114071,IS,
gene:plasmid:114072,TE,
gene:plasmid:114073,TE,
gene:plasmid:114074,IS,
gene:plasmid:114080,IS,
gene:plasmid:114081,IS,
gene:plasmid:114082,IS,
gene:plasmid:114083,IS,
gene:plasmid:114086,IS,
gene:plasmid:114092,IS,
gene:plasmid:114093,IS,
gene:plasmid:114094,IS,
gene:plasmid:114097,PLASMID,
gene:plasmid:11410,PLASMID,
gene:plasmid:114110,IS,
gene:plasmid:114116,IS,
gene:plasmid:114117,IS,
gene:plasmid:114151,IS,
gene:plasmid:114152,IS,
gene:plasmid:114153,IS,
gene:plasmid:114154,IS,
gene:plasmid:114157,IS,
gene:plasmid:114159,IS,
gene:plasmid:114160,IS,
gene:plasmid:114176,IS,
gene:plasmid:114177,IS,
gene:plasmid:114178,IS,
gene:plasmid:114182,IS,
gene:plasmid:114186,PLASMID,
gene:plasmid:114187,PLASMID,
gene:plasmid:114190,IS,
gene:plasmid:114192,IS,
gene:plasmid:114202,IS,
gene:plasmid:114206,PLASMID,
gene:plasmid:114207,PLASMID,
gene:plasmid:114216,PLASMID,
gene:plasmid:114217,PLASMID,
gene:plasmid:114219,IS,
gene:plasmid:114221,IS,
gene:plasmid:114225,IS,
gene:plasmid:114229,TE,
gene:plasmid:114231,IS,
gene:plasmid:114232,IS,
gene:plasmid:114235,IS,
gene:plasmid:114236,IS,
gene:plasmid:114237,IS,
gene:plasmid:114251,IS,
gene:plasmid:114253,IS,
gene:plasmid:114254,IS,
gene:plasmid:114255,IS,
gene:plasmid:114263,PLASMID,
gene:plasmid:114264,TE,
gene:plasmid:114267,IS,
gene:plasmid:114268,IS,
gene:plasmid:114269,IS,
gene:plasmid:114270,PLASMID,
gene:plasmid:114275,PLASMID,
gene:plasmid:114276,PLASMID,
gene:plasmid:114277,PLASMID,
gene:plasmid:114278,PLASMID,
gene:plasmid:114280,IS,
gene:plasmid:114281,IS,
gene:plasmid:114282,IS,
gene:plasmid:114298,PLASMID,
gene:plasmid:114318,PLASMID,
gene:plasmid:114322,PLASMID,
gene:plasmid:114327,PLASMID,
gene:plasmid:114328,PLASMID,
gene:plasmid:114329,PLASMID,
gene:plasmid:114330,PLASMID,
gene:plasmid:114332,PLASMID,
gene:plasmid:114333,PLASMID,
gene:plasmid:114334,PLASMID,
gene:plasmid:114335,PLASMID,
gene:plasmid:114336,PLASMID,
gene:plasmid:114337,PLASMID,
gene:plasmid:114338,PLASMID,
gene:plasmid:114339,PLASMID,
gene:plasmid:114340,PLASMID,
gene:plasmid:114341,PLASMID,
gene:plasmid:114342,PLASMID,
gene:plasmid:114343,PLASMID,
gene:plasmid:114344,PLASMID,
gene:plasmid:114345,PLASMID,
gene:plasmid:114346,PLASMID,
gene:plasmid:114347,PLASMID,
gene:plasmid:114348,PLASMID,
gene:plasmid:114349,PLASMID,
gene:plasmid:114352,PLASMID,
gene:plasmid:114353,PLASMID,
gene:plasmid:114354,PLASMID,
gene:plasmid:114355,PLASMID,
gene:plasmid:114356,PLASMID,
gene:plasmid:114357,PLASMID,
gene:plasmid:114358,PLASMID,
gene:plasmid:114359,PLASMID,
gene:plasmid:11436,PLASMID,
gene:plasmid:114360,PLASMID,
gene:plasmid:114361,PLASMID,
gene:plasmid:114362,PLASMID,
gene:plasmid:114363,PLASMID,
gene:plasmid:114364,PLASMID,
gene:plasmid:114366,PLASMID,
gene:plasmid:114367,PLASMID,
gene:plasmid:114368,PLASMID,
gene:plasmid:114369,PLASMID,
gene:plasmid:114370,PLASMID,
gene:plasmid:114372,PLASMID,
gene:plasmid:114374,PLASMID,
gene:plasmid:114375,PLASMID,
gene:plasmid:114376,PLASMID,
gene:plasmid:114377,PLASMID,
gene:plasmid:114378,PLASMID,
gene:plasmid:114379,PLASMID,
gene:plasmid:114380,PLASMID,
gene:plasmid:114381,PLASMID,
gene:plasmid:114382,PLASMID,
gene:plasmid:114383,PLASMID,
gene:plasmid:114384,PLASMID,
gene:plasmid:114385,PLASMID,
gene:plasmid:114386,PLASMID,
gene:plasmid:114387,PLASMID,
gene:plasmid:114389,PLASMID,
gene:plasmid:114390,PLASMID,
gene:plasmid:114392,PLASMID,
gene:plasmid:114394,PLASMID,
gene:plasmid:114396,PLASMID,
gene:plasmid:114398,PLASMID,
gene:plasmid:114399,PLASMID,
gene:plasmid:114400,PLASMID,
gene:plasmid:114401,PLASMID,
gene:plasmid:114402,PLASMID,
gene:plasmid:114403,PLASMID,
gene:plasmid:114405,PLASMID,
gene:plasmid:114406,PLASMID,
gene:plasmid:114408,PLASMID,
gene:plasmid:114409,PLASMID,
gene:plasmid:114412,PLASMID,
gene:plasmid:114413,PLASMID,
gene:plasmid:114414,PLASMID,
gene:plasmid:114415,PLASMID,
gene:plasmid:114416,PLASMID,
gene:plasmid:114417,PLASMID,
gene:plasmid:114419,PLASMID,
gene:plasmid:114420,PLASMID,
gene:plasmid:114421,PLASMID,
gene:plasmid:114422,PLASMID,
gene:plasmid:114423,PLASMID,
gene:plasmid:114424,PLASMID,
gene:plasmid:114425,PLASMID,
gene:plasmid:114426,PLASMID,
gene:plasmid:114427,PLASMID,
gene:plasmid:114428,PLASMID,
gene:plasmid:114430,PLASMID,
gene:plasmid:114431,PLASMID,
gene:plasmid:114432,PLASMID,
gene:plasmid:114434,PLASMID,
gene:plasmid:114435,PLASMID,
gene:plasmid:114438,PLASMID,
gene:plasmid:114439,PLASMID,
gene:plasmid:114440,PLASMID,
gene:plasmid:114441,PLASMID,
gene:plasmid:114442,PLASMID,
gene:plasmid:114444,PLASMID,
gene:plasmid:114445,PLASMID,
gene:plasmid:114446,PLASMID,
gene:plasmid:114450,PLASMID,
gene:plasmid:114453,PLASMID,
gene:plasmid:114454,PLASMID,
gene:plasmid:114456,PLASMID,
gene:plasmid:114457,PLASMID,
gene:plasmid:114458,PLASMID,
gene:plasmid:114459,PLASMID,
gene:plasmid:114460,PLASMID,
gene:plasmid:114467,PLASMID,
gene:plasmid:11465,PLASMID,
gene:plasmid:11488,PLASMID,
gene:plasmid:11495,VIRUS,
gene:plasmid:11497,PLASMID,
gene:plasmid:114985,PLASMID,
gene:plasmid:114988,PLASMID,
gene:plasmid:11499,PLASMID,
gene:plasmid:114991,PLASMID,
gene:plasmid:114992,PLASMID,
gene:plasmid:11500,PLASMID,
gene:plasmid:115003,IS,
gene:plasmid:115007,IS,
gene:plasmid:11502,PLASMID,
gene:plasmid:115099,PLASMID,
gene:plasmid:115102,PLASMID,
gene:plasmid:115103,PLASMID,
gene:plasmid:115104,PLASMID,
gene:plasmid:115106,PLASMID,
gene:plasmid:115108,PLASMID,
gene:plasmid:115110,PLASMID,
gene:plasmid:115111,PLASMID,
gene:plasmid:115112,PLASMID,
gene:plasmid:115113,PLASMID,
gene:plasmid:115115,PLASMID,
gene:plasmid:115116,PLASMID,
gene:plasmid:115118,PLASMID,
gene:plasmid:115119,PLASMID,
gene:plasmid:115120,PLASMID,
gene:plasmid:115124,PLASMID,
gene:plasmid:115125,PLASMID,
gene:plasmid:115126,PLASMID,
gene:plasmid:115127,PLASMID,
gene:plasmid:115128,PLASMID,
gene:plasmid:115129,PLASMID,
gene:plasmid:115130,PLASMID,
gene:plasmid:115131,PLASMID,
gene:plasmid:115132,PLASMID,
gene:plasmid:115133,PLASMID,
gene:plasmid:115135,PLASMID,
gene:plasmid:115136,PLASMID,
gene:plasmid:115137,PLASMID,
gene:plasmid:115138,PLASMID,
gene:plasmid:115139,PLASMID,
gene:plasmid:115140,PLASMID,
gene:plasmid:115141,PLASMID,
gene:plasmid:115146,PLASMID,
gene:plasmid:115147,PLASMID,
gene:plasmid:115149,PLASMID,
gene:plasmid:115162,PLASMID,
gene:plasmid:115168,PLASMID,
gene:plasmid:115172,PLASMID,
gene:plasmid:115177,PLASMID,
gene:plasmid:115180,PLASMID,
gene:plasmid:115182,PLASMID,
gene:plasmid:115183,PLASMID,
gene:plasmid:115184,PLASMID,
gene:plasmid:115186,PLASMID,
gene:plasmid:115188,PLASMID,
gene:plasmid:115189,PLASMID,
gene:plasmid:115190,PLASMID,
gene:plasmid:115191,PLASMID,
gene:plasmid:115194,PLASMID,
gene:plasmid:115195,PLASMID,
gene:plasmid:115196,PLASMID,
gene:plasmid:115200,PLASMID,
gene:plasmid:115201,PLASMID,
gene:plasmid:115202,PLASMID,
gene:plasmid:115204,PLASMID,
gene:plasmid:115205,PLASMID,
gene:plasmid:115206,PLASMID,
gene:plasmid:115207,PLASMID,
gene:plasmid:115215,PLASMID,
gene:plasmid:115216,PLASMID,
gene:plasmid:115217,PLASMID,
gene:plasmid:115219,PLASMID,
gene:plasmid:115220,PLASMID,
gene:plasmid:115221,PLASMID,
gene:plasmid:115222,PLASMID,
gene:plasmid:115223,PLASMID,
gene:plasmid:115224,PLASMID,
gene:plasmid:115225,PLASMID,
gene:plasmid:115226,PLASMID,
gene:plasmid:115227,PLASMID,
gene:plasmid:115229,PLASMID,
gene:plasmid:115230,PLASMID,
gene:plasmid:115231,PLASMID,
gene:plasmid:115232,PLASMID,
gene:plasmid:115233,PLASMID,
gene:plasmid:115234,PLASMID,
gene:plasmid:115235,PLASMID,
gene:plasmid:115236,PLASMID,
gene:plasmid:115237,PLASMID,
gene:plasmid:115238,PLASMID,
gene:plasmid:115239,PLASMID,
gene:plasmid:115240,PLASMID,
gene:plasmid:115241,PLASMID,
gene:plasmid:115242,PLASMID,
gene:plasmid:115243,PLASMID,
gene:plasmid:115244,PLASMID,
gene:plasmid:115245,PLASMID,
gene:plasmid:115248,PLASMID,
gene:plasmid:115250,PLASMID,
gene:plasmid:115251,PLASMID,
gene:plasmid:115253,PLASMID,
gene:plasmid:115254,PLASMID,
gene:plasmid:115255,PLASMID,
gene:plasmid:115256,PLASMID,
gene:plasmid:115257,PLASMID,
gene:plasmid:115258,PLASMID,
gene:plasmid:115259,PLASMID,
gene:plasmid:115260,PLASMID,
gene:plasmid:115261,PLASMID,
gene:plasmid:115263,PLASMID,
gene:plasmid:115264,PLASMID,
gene:plasmid:115266,PLASMID,
gene:plasmid:115267,PLASMID,
gene:plasmid:115268,PLASMID,
gene:plasmid:115269,PLASMID,
gene:plasmid:115270,PLASMID,
gene:plasmid:115271,PLASMID,
gene:plasmid:115272,PLASMID,
gene:plasmid:115273,PLASMID,
gene:plasmid:115274,PLASMID,
gene:plasmid:115275,PLASMID,
gene:plasmid:115276,PLASMID,
gene:plasmid:115277,PLASMID,
gene:plasmid:115278,PLASMID,
gene:plasmid:115279,PLASMID,
gene:plasmid:115281,PLASMID,
gene:plasmid:115283,PLASMID,
gene:plasmid:115284,PLASMID,
gene:plasmid:115285,PLASMID,
gene:plasmid:115286,PLASMID,
gene:plasmid:115289,PLASMID,
gene:plasmid:115290,PLASMID,
gene:plasmid:115291,PLASMID,
gene:plasmid:115292,PLASMID,
gene:plasmid:115293,PLASMID,
gene:plasmid:115294,PLASMID,
gene:plasmid:115295,PLASMID,
gene:plasmid:115296,PLASMID,
gene:plasmid:115297,PLASMID,
gene:plasmid:115298,PLASMID,
gene:plasmid:115299,PLASMID,
gene:plasmid:115300,PLASMID,
gene:plasmid:115301,PLASMID,
gene:plasmid:115302,PLASMID,
gene:plasmid:115304,PLASMID,
gene:plasmid:115306,PLASMID,
gene:plasmid:115307,PLASMID,
gene:plasmid:115308,PLASMID,
gene:plasmid:115309,PLASMID,
gene:plasmid:115310,PLASMID,
gene:plasmid:115311,PLASMID,
gene:plasmid:115312,PLASMID,
gene:plasmid:115313,PLASMID,
gene:plasmid:115314,PLASMID,
gene:plasmid:115315,PLASMID,
gene:plasmid:115316,PLASMID,
gene:plasmid:115317,PLASMID,
gene:plasmid:115318,PLASMID,
gene:plasmid:115319,PLASMID,
gene:plasmid:115320,PLASMID,
gene:plasmid:115321,PLASMID,
