GENE,TYPE,DATABASE
gene:plasmid:111401,PLASMID,ACLAME
gene:plasmid:111402,PLASMID,ACLAME
gene:plasmid:111403,PLASMID,ACLAME
gene:plasmid:111404,PLASMID,ACLAME
gene:plasmid:111405,PLASMID,ACLAME
gene:plasmid:111406,PLASMID,ACLAME
gene:plasmid:111407,PLASMID,ACLAME
gene:plasmid:111408,PLASMID,ACLAME
gene:plasmid:111410,PLASMID,ACLAME
gene:plasmid:111411,PLASMID,ACLAME
gene:plasmid:111412,PLASMID,ACLAME
gene:plasmid:111416,PLASMID,ACLAME
gene:plasmid:111418,PLASMID,ACLAME
gene:plasmid:111419,PLASMID,ACLAME
gene:plasmid:111421,PLASMID,ACLAME
gene:plasmid:111422,PLASMID,ACLAME
gene:plasmid:111423,PLASMID,ACLAME
gene:plasmid:111427,PLASMID,ACLAME
gene:plasmid:111428,PLASMID,ACLAME
gene:plasmid:111436,PLASMID,ACLAME
gene:plasmid:111444,PLASMID,ACLAME
gene:plasmid:111446,PLASMID,ACLAME
gene:plasmid:111447,PLASMID,ACLAME
gene:plasmid:111448,PLASMID,ACLAME
gene:plasmid:111449,PLASMID,ACLAME
gene:plasmid:111451,PLASMID,ACLAME
gene:plasmid:111452,PLASMID,ACLAME
gene:plasmid:111453,PLASMID,ACLAME
gene:plasmid:111454,PLASMID,ACLAME
gene:plasmid:111455,PLASMID,ACLAME
gene:plasmid:111457,PLASMID,ACLAME
gene:plasmid:111459,PLASMID,ACLAME
gene:plasmid:111460,PLASMID,ACLAME
gene:plasmid:111461,PLASMID,ACLAME
gene:plasmid:111463,PLASMID,ACLAME
gene:plasmid:111464,PLASMID,ACLAME
gene:plasmid:111465,PLASMID,ACLAME
gene:plasmid:111467,PLASMID,ACLAME
gene:plasmid:111470,PLASMID,ACLAME
gene:plasmid:111471,PLASMID,ACLAME
gene:plasmid:111473,PLASMID,ACLAME
gene:plasmid:111474,PLASMID,ACLAME
gene:plasmid:111476,PLASMID,ACLAME
gene:plasmid:111477,PLASMID,ACLAME
gene:plasmid:111478,PLASMID,ACLAME
gene:plasmid:111481,PLASMID,ACLAME
gene:plasmid:111483,PLASMID,ACLAME
gene:plasmid:111485,PLASMID,ACLAME
gene:plasmid:111486,PLASMID,ACLAME
gene:plasmid:111487,PLASMID,ACLAME
gene:plasmid:111488,PLASMID,ACLAME
gene:plasmid:111489,PLASMID,ACLAME
gene:plasmid:11149,PLASMID,ACLAME
gene:plasmid:111490,PLASMID,ACLAME
gene:plasmid:111491,PLASMID,ACLAME
gene:plasmid:111492,PLASMID,ACLAME
gene:plasmid:111493,PLASMID,ACLAME
gene:plasmid:111494,PLASMID,ACLAME
gene:plasmid:111495,PLASMID,ACLAME
gene:plasmid:111498,PLASMID,ACLAME
gene:plasmid:111499,PLASMID,ACLAME
gene:plasmid:111501,PLASMID,ACLAME
gene:plasmid:111503,PLASMID,ACLAME
gene:plasmid:111504,PLASMID,ACLAME
gene:plasmid:111507,PLASMID,ACLAME
gene:plasmid:111508,PLASMID,ACLAME
gene:plasmid:111511,PLASMID,ACLAME
gene:plasmid:111514,PLASMID,ACLAME
gene:plasmid:111518,PLASMID,ACLAME
gene:plasmid:111519,PLASMID,ACLAME
gene:plasmid:111520,PLASMID,ACLAME
gene:plasmid:111522,PLASMID,ACLAME
gene:plasmid:111526,PLASMID,ACLAME
gene:plasmid:111528,PLASMID,ACLAME
gene:plasmid:111536,PLASMID,ACLAME
gene:plasmid:111537,PLASMID,ACLAME
gene:plasmid:111538,PLASMID,ACLAME
gene:plasmid:111542,PLASMID,ACLAME
gene:plasmid:111543,PLASMID,ACLAME
gene:plasmid:111547,PLASMID,ACLAME
gene:plasmid:111550,PLASMID,ACLAME
gene:plasmid:111563,PLASMID,ACLAME
gene:plasmid:111564,PLASMID,ACLAME
gene:plasmid:111565,PLASMID,ACLAME
gene:plasmid:111566,PLASMID,ACLAME
gene:plasmid:111569,PLASMID,ACLAME
gene:plasmid:111570,PLASMID,ACLAME
gene:plasmid:111571,PLASMID,ACLAME
gene:plasmid:111573,PLASMID,ACLAME
gene:plasmid:111574,PLASMID,ACLAME
gene:plasmid:111575,PLASMID,ACLAME
gene:plasmid:111577,PLASMID,ACLAME
gene:plasmid:111578,PLASMID,ACLAME
gene:plasmid:111579,PLASMID,ACLAME
gene:plasmid:111580,PLASMID,ACLAME
gene:plasmid:111581,PLASMID,ACLAME
gene:plasmid:111582,IS,ACLAME
gene:plasmid:111583,PLASMID,ACLAME
gene:plasmid:111584,PLASMID,ACLAME
gene:plasmid:111586,PLASMID,ACLAME
gene:plasmid:111587,PLASMID,ACLAME
gene:plasmid:111590,PLASMID,ACLAME
gene:plasmid:111591,PLASMID,ACLAME
gene:plasmid:111592,PLASMID,ACLAME
gene:plasmid:111593,PLASMID,ACLAME
gene:plasmid:111594,PLASMID,ACLAME
gene:plasmid:111595,PLASMID,ACLAME
gene:plasmid:111596,PLASMID,ACLAME
gene:plasmid:111597,PLASMID,ACLAME
gene:plasmid:111598,PLASMID,ACLAME
gene:plasmid:111599,PLASMID,ACLAME
gene:plasmid:111600,PLASMID,ACLAME
gene:plasmid:111601,PLASMID,ACLAME
gene:plasmid:111602,PLASMID,ACLAME
gene:plasmid:111603,PLASMID,ACLAME
gene:plasmid:111604,PLASMID,ACLAME
gene:plasmid:111605,PLASMID,ACLAME
gene:plasmid:111606,PLASMID,ACLAME
gene:plasmid:111608,PLASMID,ACLAME
gene:plasmid:111611,PLASMID,ACLAME
gene:plasmid:111613,PLASMID,ACLAME
gene:plasmid:111614,PLASMID,ACLAME
gene:plasmid:111615,PLASMID,ACLAME
gene:plasmid:111616,PLASMID,ACLAME
gene:plasmid:111619,PLASMID,ACLAME
gene:plasmid:111620,PLASMID,ACLAME
gene:plasmid:111621,PLASMID,ACLAME
gene:plasmid:111622,PLASMID,ACLAME
gene:plasmid:111623,PLASMID,ACLAME
gene:plasmid:111624,PLASMID,ACLAME
gene:plasmid:111626,PLASMID,ACLAME
gene:plasmid:111628,PLASMID,ACLAME
gene:plasmid:111630,PLASMID,ACLAME
gene:plasmid:111631,PLASMID,ACLAME
gene:plasmid:111632,PLASMID,ACLAME
gene:plasmid:111633,PLASMID,ACLAME
gene:plasmid:111635,PLASMID,ACLAME
gene:plasmid:111636,PLASMID,ACLAME
gene:plasmid:111637,PLASMID,ACLAME
gene:plasmid:111638,PLASMID,ACLAME
gene:plasmid:111640,PLASMID,ACLAME
gene:plasmid:111641,PLASMID,ACLAME
gene:plasmid:111643,PLASMID,ACLAME
gene:plasmid:111647,PLASMID,ACLAME
gene:plasmid:111648,PLASMID,ACLAME
gene:plasmid:111651,PLASMID,ACLAME
gene:plasmid:111652,PLASMID,ACLAME
gene:plasmid:111653,PLASMID,ACLAME
gene:plasmid:111654,PLASMID,ACLAME
gene:plasmid:111655,PLASMID,ACLAME
gene:plasmid:111657,PLASMID,ACLAME
gene:plasmid:111658,PLASMID,ACLAME
gene:plasmid:111660,PLASMID,ACLAME
gene:plasmid:111661,PLASMID,ACLAME
gene:plasmid:111662,PLASMID,ACLAME
gene:plasmid:111666,PLASMID,ACLAME
gene:plasmid:111667,PLASMID,ACLAME
gene:plasmid:111669,PLASMID,ACLAME
gene:plasmid:111670,PLASMID,ACLAME
gene:plasmid:111673,PLASMID,ACLAME
gene:plasmid:111674,PLASMID,ACLAME
gene:plasmid:111675,PLASMID,ACLAME
gene:plasmid:111677,PLASMID,ACLAME
gene:plasmid:111678,PLASMID,ACLAME
gene:plasmid:111679,PLASMID,ACLAME
gene:plasmid:111683,PLASMID,ACLAME
gene:plasmid:111690,PLASMID,ACLAME
gene:plasmid:111693,PLASMID,ACLAME
gene:plasmid:111697,PLASMID,ACLAME
gene:plasmid:111701,PLASMID,ACLAME
gene:plasmid:111702,PLASMID,ACLAME
gene:plasmid:111703,PLASMID,ACLAME
gene:plasmid:111704,PLASMID,ACLAME
gene:plasmid:111705,PLASMID,ACLAME
gene:plasmid:111706,PLASMID,ACLAME
gene:plasmid:111707,PLASMID,ACLAME
gene:plasmid:111709,PLASMID,ACLAME
gene:plasmid:111712,PLASMID,ACLAME
gene:plasmid:111713,PLASMID,ACLAME
gene:plasmid:111714,PLASMID,ACLAME
gene:plasmid:111715,PLASMID,ACLAME
gene:plasmid:111717,PLASMID,ACLAME
gene:plasmid:111720,PLASMID,ACLAME
gene:plasmid:111721,PLASMID,ACLAME
gene:plasmid:111723,PLASMID,ACLAME
gene:plasmid:111728,PLASMID,ACLAME
gene:plasmid:111730,PLASMID,ACLAME
gene:plasmid:111731,PLASMID,ACLAME
gene:plasmid:111733,PLASMID,ACLAME
gene:plasmid:111734,PLASMID,ACLAME
gene:plasmid:111735,PLASMID,ACLAME
gene:plasmid:111737,PLASMID,ACLAME
gene:plasmid:111738,PLASMID,ACLAME
gene:plasmid:111740,PLASMID,ACLAME
gene:plasmid:111741,PLASMID,ACLAME
gene:plasmid:111744,PLASMID,ACLAME
gene:plasmid:111745,PLASMID,ACLAME
gene:plasmid:111746,PLASMID,ACLAME
gene:plasmid:111748,PLASMID,ACLAME
gene:plasmid:111749,PLASMID,ACLAME
gene:plasmid:111753,PLASMID,ACLAME
gene:plasmid:111754,PLASMID,ACLAME
gene:plasmid:111757,PLASMID,ACLAME
gene:plasmid:111758,PLASMID,ACLAME
gene:plasmid:111764,PLASMID,ACLAME
gene:plasmid:111769,PLASMID,ACLAME
gene:plasmid:111772,PLASMID,ACLAME
gene:plasmid:111773,PLASMID,ACLAME
gene:plasmid:111775,PLASMID,ACLAME
gene:plasmid:111776,PLASMID,ACLAME
gene:plasmid:111777,PLASMID,ACLAME
gene:plasmid:111778,PLASMID,ACLAME
gene:plasmid:111779,PLASMID,ACLAME
gene:plasmid:111780,PLASMID,ACLAME
gene:plasmid:111785,PLASMID,ACLAME
gene:plasmid:111786,PLASMID,ACLAME
gene:plasmid:111787,PLASMID,ACLAME
gene:plasmid:111804,PLASMID,ACLAME
gene:plasmid:111805,PLASMID,ACLAME
gene:plasmid:111808,PLASMID,ACLAME
gene:plasmid:111819,PLASMID,ACLAME
gene:plasmid:111825,PLASMID,ACLAME
gene:plasmid:111826,PLASMID,ACLAME
gene:plasmid:111827,PLASMID,ACLAME
gene:plasmid:111830,PLASMID,ACLAME
gene:plasmid:111833,VIRUS,ACLAME
gene:plasmid:111835,PLASMID,ACLAME
gene:plasmid:111837,PLASMID,ACLAME
gene:plasmid:111838,PLASMID,ACLAME
gene:plasmid:111840,PLASMID,ACLAME
gene:plasmid:111845,PLASMID,ACLAME
gene:plasmid:111846,PLASMID,ACLAME
gene:plasmid:111848,PLASMID,ACLAME
gene:plasmid:111849,PLASMID,ACLAME
gene:plasmid:11185,PLASMID,ACLAME
gene:plasmid:111853,PLASMID,ACLAME
gene:plasmid:111854,PLASMID,ACLAME
gene:plasmid:111855,PLASMID,ACLAME
gene:plasmid:111856,PLASMID,ACLAME
gene:plasmid:111857,PLASMID,ACLAME
gene:plasmid:111859,PLASMID,ACLAME
gene:plasmid:111860,PLASMID,ACLAME
gene:plasmid:111862,PLASMID,ACLAME
gene:plasmid:111865,PLASMID,ACLAME
gene:plasmid:111866,PLASMID,ACLAME
gene:plasmid:111867,PLASMID,ACLAME
gene:plasmid:111868,PLASMID,ACLAME
gene:plasmid:111869,PLASMID,ACLAME
gene:plasmid:111870,PLASMID,ACLAME
gene:plasmid:111873,PLASMID,ACLAME
gene:plasmid:111874,PLASMID,ACLAME
gene:plasmid:111877,PLASMID,ACLAME
gene:plasmid:111878,PLASMID,ACLAME
gene:plasmid:111879,PLASMID,ACLAME
gene:plasmid:111881,PLASMID,ACLAME
gene:plasmid:111882,PLASMID,ACLAME
gene:plasmid:111884,PLASMID,ACLAME
gene:plasmid:111885,PLASMID,ACLAME
gene:plasmid:111886,PLASMID,ACLAME
gene:plasmid:111888,PLASMID,ACLAME
gene:plasmid:111889,PLASMID,ACLAME
gene:plasmid:111890,PLASMID,ACLAME
gene:plasmid:111891,PLASMID,ACLAME
gene:plasmid:111892,PLASMID,ACLAME
gene:plasmid:111893,PLASMID,ACLAME
gene:plasmid:111894,PLASMID,ACLAME
gene:plasmid:111896,PLASMID,ACLAME
gene:plasmid:111898,PLASMID,ACLAME
gene:plasmid:111899,PLASMID,ACLAME
gene:plasmid:111900,PLASMID,ACLAME
gene:plasmid:111901,PLASMID,ACLAME
gene:plasmid:111904,PLASMID,ACLAME
gene:plasmid:111905,PLASMID,ACLAME
gene:plasmid:111907,PLASMID,ACLAME
gene:plasmid:111908,PLASMID,ACLAME
gene:plasmid:111909,PLASMID,ACLAME
gene:plasmid:111910,PLASMID,ACLAME
gene:plasmid:111911,PLASMID,ACLAME
gene:plasmid:111912,PLASMID,ACLAME
gene:plasmid:111913,PLASMID,ACLAME
gene:plasmid:111914,PLASMID,ACLAME
gene:plasmid:111915,PLASMID,ACLAME
gene:plasmid:111916,PLASMID,ACLAME
gene:plasmid:111917,PLASMID,ACLAME
gene:plasmid:111918,PLASMID,ACLAME
gene:plasmid:111919,PLASMID,ACLAME
gene:plasmid:111920,PLASMID,ACLAME
gene:plasmid:111921,PLASMID,ACLAME
gene:plasmid:111922,PLASMID,ACLAME
gene:plasmid:111923,PLASMID,ACLAME
gene:plasmid:111927,PLASMID,ACLAME
gene:plasmid:111929,PLASMID,ACLAME
gene:plasmid:11193,PLASMID,ACLAME
gene:plasmid:111931,PLASMID,ACLAME
gene:plasmid:111933,PLASMID,ACLAME
gene:plasmid:111936,PLASMID,ACLAME
gene:plasmid:111937,PLASMID,ACLAME
gene:plasmid:111938,PLASMID,ACLAME
gene:plasmid:111940,PLASMID,ACLAME
gene:plasmid:111946,PLASMID,ACLAME
gene:plasmid:111947,PLASMID,ACLAME
gene:plasmid:111948,PLASMID,ACLAME
gene:plasmid:111949,PLASMID,ACLAME
gene:plasmid:111950,PLASMID,ACLAME
gene:plasmid:111951,PLASMID,ACLAME
gene:plasmid:111952,PLASMID,ACLAME
gene:plasmid:111953,PLASMID,ACLAME
gene:plasmid:111954,PLASMID,ACLAME
gene:plasmid:111955,PLASMID,ACLAME
gene:plasmid:111956,PLASMID,ACLAME
gene:plasmid:111957,PLASMID,ACLAME
gene:plasmid:111958,PLASMID,ACLAME
gene:plasmid:111959,PLASMID,ACLAME
gene:plasmid:111960,PLASMID,ACLAME
gene:plasmid:111961,PLASMID,ACLAME
gene:plasmid:111962,PLASMID,ACLAME
gene:plasmid:111964,PLASMID,ACLAME
gene:plasmid:111966,PLASMID,ACLAME
gene:plasmid:111967,PLASMID,ACLAME
gene:plasmid:111970,PLASMID,ACLAME
gene:plasmid:111971,PLASMID,ACLAME
gene:plasmid:111972,PLASMID,ACLAME
gene:plasmid:111975,PLASMID,ACLAME
gene:plasmid:111978,PLASMID,ACLAME
gene:plasmid:111979,PLASMID,ACLAME
gene:plasmid:111983,PLASMID,ACLAME
gene:plasmid:111985,PLASMID,ACLAME
gene:plasmid:111987,PLASMID,ACLAME
gene:plasmid:111998,PLASMID,ACLAME
gene:plasmid:112002,PLASMID,ACLAME
gene:plasmid:112010,PLASMID,ACLAME
gene:plasmid:112011,PLASMID,ACLAME
gene:plasmid:112012,PLASMID,ACLAME
gene:plasmid:112014,PLASMID,ACLAME
gene:plasmid:112023,PLASMID,ACLAME
gene:plasmid:112030,PLASMID,ACLAME
gene:plasmid:112031,PLASMID,ACLAME
gene:plasmid:112032,PLASMID,ACLAME
gene:plasmid:112033,PLASMID,ACLAME
gene:plasmid:112034,PLASMID,ACLAME
gene:plasmid:112036,PLASMID,ACLAME
gene:plasmid:112037,PLASMID,ACLAME
gene:plasmid:112038,PLASMID,ACLAME
gene:plasmid:112040,PLASMID,ACLAME
gene:plasmid:112047,PLASMID,ACLAME
gene:plasmid:112052,PLASMID,ACLAME
gene:plasmid:112053,PLASMID,ACLAME
gene:plasmid:112054,PLASMID,ACLAME
gene:plasmid:112061,PLASMID,ACLAME
gene:plasmid:112062,PLASMID,ACLAME
gene:plasmid:112077,PLASMID,ACLAME
gene:plasmid:112078,PLASMID,ACLAME
gene:plasmid:112079,PLASMID,ACLAME
gene:plasmid:112080,PLASMID,ACLAME
gene:plasmid:112081,PLASMID,ACLAME
gene:plasmid:112083,PLASMID,ACLAME
gene:plasmid:112084,PLASMID,ACLAME
gene:plasmid:112088,PLASMID,ACLAME
gene:plasmid:112102,PLASMID,ACLAME
gene:plasmid:112108,PLASMID,ACLAME
gene:plasmid:112110,PLASMID,ACLAME
gene:plasmid:112112,PLASMID,ACLAME
gene:plasmid:112117,PLASMID,ACLAME
gene:plasmid:112118,PLASMID,ACLAME
gene:plasmid:112131,PLASMID,ACLAME
gene:plasmid:112133,PLASMID,ACLAME
gene:plasmid:112134,PLASMID,ACLAME
gene:plasmid:112135,PLASMID,ACLAME
gene:plasmid:112136,VIRUS,ACLAME
gene:plasmid:112150,PLASMID,ACLAME
gene:plasmid:112151,PLASMID,ACLAME
gene:plasmid:112157,PLASMID,ACLAME
gene:plasmid:112159,PLASMID,ACLAME
gene:plasmid:112163,PLASMID,ACLAME
gene:plasmid:112167,PLASMID,ACLAME
gene:plasmid:112169,PLASMID,ACLAME
gene:plasmid:112178,PLASMID,ACLAME
gene:plasmid:112179,PLASMID,ACLAME
gene:plasmid:112182,PLASMID,ACLAME
gene:plasmid:112187,PLASMID,ACLAME
gene:plasmid:112188,PLASMID,ACLAME
gene:plasmid:112189,PLASMID,ACLAME
gene:plasmid:112190,PLASMID,ACLAME
gene:plasmid:112193,PLASMID,ACLAME
gene:plasmid:112195,PLASMID,ACLAME
gene:plasmid:112204,PLASMID,ACLAME
gene:plasmid:112213,PLASMID,ACLAME
gene:plasmid:112215,PLASMID,ACLAME
gene:plasmid:112216,PLASMID,ACLAME
gene:plasmid:11222,PLASMID,ACLAME
gene:plasmid:112224,PLASMID,ACLAME
gene:plasmid:112227,PLASMID,ACLAME
gene:plasmid:112229,PLASMID,ACLAME
gene:plasmid:112230,PLASMID,ACLAME
gene:plasmid:112231,PLASMID,ACLAME
gene:plasmid:112232,PLASMID,ACLAME
gene:plasmid:112233,PLASMID,ACLAME
gene:plasmid:112234,PLASMID,ACLAME
gene:plasmid:112235,PLASMID,ACLAME
gene:plasmid:112236,PLASMID,ACLAME
gene:plasmid:112316,PLASMID,ACLAME
gene:plasmid:112328,PLASMID,ACLAME
gene:plasmid:112335,PLASMID,ACLAME
gene:plasmid:112338,PLASMID,ACLAME
gene:plasmid:112353,TE,ACLAME
gene:plasmid:112355,PLASMID,ACLAME
gene:plasmid:112356,PLASMID,ACLAME
gene:plasmid:112357,PLASMID,ACLAME
gene:plasmid:112358,PLASMID,ACLAME
gene:plasmid:112360,PLASMID,ACLAME
gene:plasmid:112361,PLASMID,ACLAME
gene:plasmid:112364,PLASMID,ACLAME
gene:plasmid:112367,PLASMID,ACLAME
gene:plasmid:112368,PLASMID,ACLAME
gene:plasmid:112372,PLASMID,ACLAME
gene:plasmid:112373,PLASMID,ACLAME
gene:plasmid:112376,PLASMID,ACLAME
gene:plasmid:112377,PLASMID,ACLAME
gene:plasmid:112378,PLASMID,ACLAME
gene:plasmid:112381,PLASMID,ACLAME
gene:plasmid:112384,PLASMID,ACLAME
gene:plasmid:112388,PLASMID,ACLAME
gene:plasmid:112390,PLASMID,ACLAME
gene:plasmid:112392,PLASMID,ACLAME
gene:plasmid:112393,PLASMID,ACLAME
gene:plasmid:112394,PLASMID,ACLAME
gene:plasmid:112395,PLASMID,ACLAME
gene:plasmid:112402,PLASMID,ACLAME
gene:plasmid:112404,PLASMID,ACLAME
gene:plasmid:112410,PLASMID,ACLAME
gene:plasmid:112412,PLASMID,ACLAME
gene:plasmid:112423,PLASMID,ACLAME
gene:plasmid:112424,PLASMID,ACLAME
gene:plasmid:112429,PLASMID,ACLAME
gene:plasmid:11243,PLASMID,ACLAME
gene:plasmid:112432,PLASMID,ACLAME
gene:plasmid:112435,PLASMID,ACLAME
gene:plasmid:112437,PLASMID,ACLAME
gene:plasmid:112444,PLASMID,ACLAME
gene:plasmid:112450,PLASMID,ACLAME
gene:plasmid:112451,PLASMID,ACLAME
gene:plasmid:112452,PLASMID,ACLAME
gene:plasmid:112456,TE,ACLAME
gene:plasmid:112467,PLASMID,ACLAME
gene:plasmid:112473,TE,ACLAME
gene:plasmid:112487,PLASMID,ACLAME
gene:plasmid:112488,PLASMID,ACLAME
gene:plasmid:112489,PLASMID,ACLAME
gene:plasmid:112490,PLASMID,ACLAME
gene:plasmid:112491,VIRUS,ACLAME
gene:plasmid:112494,PLASMID,ACLAME
gene:plasmid:112495,PLASMID,ACLAME
gene:plasmid:112496,PLASMID,ACLAME
gene:plasmid:112497,PLASMID,ACLAME
gene:plasmid:112498,PLASMID,ACLAME
gene:plasmid:112500,PLASMID,ACLAME
gene:plasmid:112503,PLASMID,ACLAME
gene:plasmid:112504,PLASMID,ACLAME
gene:plasmid:112509,PLASMID,ACLAME
gene:plasmid:112512,PLASMID,ACLAME
gene:plasmid:112513,PLASMID,ACLAME
gene:plasmid:112528,TE,ACLAME
gene:plasmid:112535,TE,ACLAME
gene:plasmid:112536,TE,ACLAME
gene:plasmid:112537,TE,ACLAME
gene:plasmid:112568,PLASMID,ACLAME
gene:plasmid:112571,AMR,ACLAME
gene:plasmid:112577,PLASMID,ACLAME
gene:plasmid:112578,PLASMID,ACLAME
gene:plasmid:112584,PLASMID,ACLAME
gene:plasmid:112588,PLASMID,ACLAME
gene:plasmid:112598,PLASMID,ACLAME
gene:plasmid:112603,PLASMID,ACLAME
gene:plasmid:112605,PLASMID,ACLAME
gene:plasmid:112612,PLASMID,ACLAME
gene:plasmid:112613,PLASMID,ACLAME
gene:plasmid:112615,PLASMID,ACLAME
gene:plasmid:112618,PLASMID,ACLAME
gene:plasmid:112623,PLASMID,ACLAME
gene:plasmid:112630,PLASMID,ACLAME
gene:plasmid:112641,PLASMID,ACLAME
gene:plasmid:112645,PLASMID,ACLAME
gene:plasmid:112656,PLASMID,ACLAME
gene:plasmid:112664,PLASMID,ACLAME
gene:plasmid:112672,PLASMID,ACLAME
gene:plasmid:112698,PLASMID,ACLAME
gene:plasmid:112699,PLASMID,ACLAME
gene:plasmid:112700,PLASMID,ACLAME
gene:plasmid:112703,PLASMID,ACLAME
gene:plasmid:112705,PLASMID,ACLAME
gene:plasmid:112721,PLASMID,ACLAME
gene:plasmid:112729,PLASMID,ACLAME
gene:plasmid:112735,PLASMID,ACLAME
gene:plasmid:112737,PLASMID,ACLAME
gene:plasmid:112740,AMR,ACLAME
gene:plasmid:112742,AMR,ACLAME
gene:plasmid:112749,IS,ACLAME
gene:plasmid:112752,IS,ACLAME
gene:plasmid:112802,PLASMID,ACLAME
gene:plasmid:112813,PLASMID,ACLAME
gene:plasmid:11291,PLASMID,ACLAME
gene:plasmid:11295,PLASMID,ACLAME
gene:plasmid:11299,PLASMID,ACLAME
gene:plasmid:113044,PLASMID,ACLAME
gene:plasmid:113073,PLASMID,ACLAME
gene:plasmid:113118,PLASMID,ACLAME
gene:plasmid:113148,PLASMID,ACLAME
gene:plasmid:113196,PLASMID,ACLAME
gene:plasmid:113201,PLASMID,ACLAME
gene:plasmid:113202,PLASMID,ACLAME
gene:plasmid:113263,PLASMID,ACLAME
gene:plasmid:113286,PLASMID,ACLAME
gene:plasmid:113378,PLASMID,ACLAME
gene:plasmid:113379,PLASMID,ACLAME
gene:plasmid:113398,PLASMID,ACLAME
gene:plasmid:113399,PLASMID,ACLAME
gene:plasmid:11341,PLASMID,ACLAME
gene:plasmid:113414,PLASMID,ACLAME
gene:plasmid:11342,PLASMID,ACLAME
gene:plasmid:11343,PLASMID,ACLAME
gene:plasmid:113431,PLASMID,ACLAME
gene:plasmid:113449,PLASMID,ACLAME
gene:plasmid:113478,PLASMID,ACLAME
gene:plasmid:11351,PLASMID,ACLAME
gene:plasmid:11352,PLASMID,ACLAME
gene:plasmid:113521,PLASMID,ACLAME
gene:plasmid:113524,PLASMID,ACLAME
gene:plasmid:113526,PLASMID,ACLAME
gene:plasmid:11362,PLASMID,ACLAME
gene:plasmid:113631,PLASMID,ACLAME
gene:plasmid:113660,PLASMID,ACLAME
gene:plasmid:113662,PLASMID,ACLAME
gene:plasmid:113665,PLASMID,ACLAME
gene:plasmid:113673,PLASMID,ACLAME
gene:plasmid:113680,PLASMID,ACLAME
gene:plasmid:113687,PLASMID,ACLAME
gene:plasmid:113692,PLASMID,ACLAME
gene:plasmid:113693,PLASMID,ACLAME
gene:plasmid:113721,PLASMID,ACLAME
gene:plasmid:113732,PLASMID,ACLAME
gene:plasmid:113733,PLASMID,ACLAME
gene:plasmid:113744,PLASMID,ACLAME
gene:plasmid:113750,PLASMID,ACLAME
gene:plasmid:113756,PLASMID,ACLAME
gene:plasmid:113792,PLASMID,ACLAME
gene:plasmid:113809,PLASMID,ACLAME
gene:plasmid:113835,PLASMID,ACLAME
gene:plasmid:113844,PLASMID,ACLAME
gene:plasmid:113853,PLASMID,ACLAME
gene:plasmid:113862,PLASMID,ACLAME
gene:plasmid:113867,PLASMID,ACLAME
gene:plasmid:113890,PLASMID,ACLAME
gene:plasmid:11390,PLASMID,ACLAME
gene:plasmid:113908,PLASMID,ACLAME
gene:plasmid:113918,PLASMID,ACLAME
gene:plasmid:113920,PLASMID,ACLAME
gene:plasmid:113921,PLASMID,ACLAME
gene:plasmid:113926,IS,ACLAME
gene:plasmid:113931,PLASMID,ACLAME
gene:plasmid:113945,PLASMID,ACLAME
gene:plasmid:113954,PLASMID,ACLAME
gene:plasmid:114043,PLASMID,ACLAME
gene:plasmid:114049,PLASMID,ACLAME
gene:plasmid:114051,PLASMID,ACLAME
gene:plasmid:114053,PLASMID,ACLAME
gene:plasmid:114055,PLASMID,ACLAME
gene:plasmid:114057,PLASMID,ACLAME
gene:plasmid:114060,PLASMID,ACLAME
gene:plasmid:114065,IS,ACLAME
gene:plasmid:114070,IS,ACLAME
gene:plasmid:114071,IS,ACLAME
gene:plasmid:114072,TE,ACLAME
gene:plasmid:114073,TE,ACLAME
gene:plasmid:114074,IS,ACLAME
gene:plasmid:114080,IS,ACLAME
gene:plasmid:114081,IS,ACLAME
gene:plasmid:114082,IS,ACLAME
gene:plasmid:114083,IS,ACLAME
gene:plasmid:114086,IS,ACLAME
gene:plasmid:114092,IS,ACLAME
gene:plasmid:114093,IS,ACLAME
gene:plasmid:114094,IS,ACLAME
gene:plasmid:114097,PLASMID,ACLAME
gene:plasmid:11410,PLASMID,ACLAME
gene:plasmid:114110,IS,ACLAME
gene:plasmid:114116,IS,ACLAME
gene:plasmid:114117,IS,ACLAME
gene:plasmid:114151,IS,ACLAME
gene:plasmid:114153,IS,ACLAME
gene:plasmid:114154,IS,ACLAME
gene:plasmid:114157,IS,ACLAME
gene:plasmid:114159,IS,ACLAME
gene:plasmid:114160,IS,ACLAME
gene:plasmid:114176,IS,ACLAME
gene:plasmid:114177,IS,ACLAME
gene:plasmid:114178,IS,ACLAME
gene:plasmid:114182,IS,ACLAME
gene:plasmid:114186,PLASMID,ACLAME
gene:plasmid:114187,PLASMID,ACLAME
gene:plasmid:114190,IS,ACLAME
gene:plasmid:114192,IS,ACLAME
gene:plasmid:114202,IS,ACLAME
gene:plasmid:114206,PLASMID,ACLAME
gene:plasmid:114207,PLASMID,ACLAME
gene:plasmid:114216,PLASMID,ACLAME
gene:plasmid:114217,PLASMID,ACLAME
gene:plasmid:114219,IS,ACLAME
gene:plasmid:114221,IS,ACLAME
gene:plasmid:114225,IS,ACLAME
gene:plasmid:114229,TE,ACLAME
gene:plasmid:114231,IS,ACLAME
gene:plasmid:114232,IS,ACLAME
gene:plasmid:114235,IS,ACLAME
gene:plasmid:114236,IS,ACLAME
